73	h5nc	4B	5000				
-	1682	SI_Bullet_BigShuttle_0	2	256	256	32	32
-	1683	SI_Bullet_BigShuttle_1	2	288	256	32	32
-	1684	SI_Bullet_BigShuttle_2	2	320	256	32	32
-	1685	SI_Bullet_BigShuttle_3	2	352	256	32	32
-	1686	SI_Bullet_BigShuttle_4	2	384	256	32	32
-	1687	SI_Bullet_BigShuttle_5	2	416	256	32	32
-	1688	SI_Bullet_BigShuttle_6	2	448	256	32	32
-	1689	SI_Bullet_BigShuttle_7	2	480	256	32	32
-	1690	SI_Bullet_RedFireBall_0	2	256	288	32	32
-	1691	SI_Bullet_RedFireBall_1	2	288	288	32	32
-	1692	SI_Bullet_RedFireBall_2	2	320	288	32	32
-	1693	SI_Bullet_RedFireBall_3	2	352	288	32	32
-	1694	SI_Bullet_FadedRedFireBall_0	2	384	288	32	32
-	1695	SI_Bullet_FadedRedFireBall_1	2	416	288	32	32
-	1696	SI_Bullet_FadedRedFireBall_2	2	448	288	32	32
-	1697	SI_Bullet_FadedRedFireBall_3	2	480	288	32	32
-	1698	SI_Bullet_BlueFireBall_0	2	256	320	32	32
-	1699	SI_Bullet_BlueFireBall_1	2	288	320	32	32
-	1700	SI_Bullet_BlueFireBall_2	2	320	320	32	32
-	1701	SI_Bullet_BlueFireBall_3	2	352	320	32	32
-	1702	SI_Bullet_FadedBlueFireBall_0	2	384	320	32	32
-	1703	SI_Bullet_FadedBlueFireBall_1	2	416	320	32	32
-	1704	SI_Bullet_FadedBlueFireBall_2	2	448	320	32	32
-	1705	SI_Bullet_FadedBlueFireBall_3	2	480	320	32	32
-	1706	SI_Bullet_FakeKnife_0	2	256	352	32	32
-	1707	SI_Bullet_FakeKnife_1	2	288	352	32	32
-	1708	SI_Bullet_FakeKnife_2	2	320	352	32	32
-	1709	SI_Bullet_FakeKnife_3	2	352	352	32	32
-	1710	SI_Bullet_FakeKnife_4	2	384	352	32	32
-	1711	SI_Bullet_FakeKnife_5	2	416	352	32	32
-	1712	SI_Bullet_FakeKnife_6	2	448	352	32	32
-	1713	SI_Bullet_FakeKnife_7	2	480	352	32	32
-	1714	SI_Bullet_ShootItem_0	2	256	416	32	32
-	1715	SI_Bullet_ShootItem_1	2	288	416	32	32
-	1716	SI_Bullet_ShootItem_2	2	320	416	32	32
-	1717	SI_Bullet_ShootItem_3	2	352	416	32	32
-	1718	SI_Bullet_ShootItem_4	2	384	416	32	32
-	1719	SI_Bullet_ShootItem_5	2	416	416	32	32
-	1720	SI_Bullet_ShootItem_6	2	448	416	32	32
-	1721	SI_Bullet_ShootItem_7	2	480	416	32	32
-	1722	SI_Bullet_FadeItem_0	2	256	448	32	32
-	1723	SI_Bullet_FadeItem_1	2	288	448	32	32
-	1724	SI_Bullet_FadeItem_2	2	320	448	32	32
-	1725	SI_Bullet_FadeItem_3	2	352	448	32	32
-	1726	SI_Bullet_FadeItem_4	2	384	448	32	32
-	1727	SI_Bullet_FadeItem_5	2	416	448	32	32
-	1728	SI_Bullet_FadeItem_6	2	448	448	32	32
-	1729	SI_Bullet_FadeItem_7	2	480	448	32	32
-	1730	SI_Bullet_Score_0	2	256	482	40	12
-	1731	SI_Bullet_Score_1	2	296	482	40	12
-	1732	SI_Bullet_Score_2	2	336	482	40	12
-	1733	SI_Bullet_Score_3	2	376	482	40	12
-	1734	SI_Bullet_Score_4	2	416	482	40	12
-	1735	SI_Bullet_Score_5	2	456	482	40	12
#		BulletEx(1800~1999)					
-	1800	SI_BulletEx_Reimu_0	50	128	0	64	64
-	1801	SI_BulletEx_Sakuya_0	12	0	192	32	32
-	1802	SI_BulletEx_Sakuya_1	12	32	192	32	32
-	1803	SI_BulletEx_Sakuya_2	12	64	192	32	32
-	1804	SI_BulletEx_Sakuya_3	12	96	192	32	32
-	1805	SI_BulletEx_Sakuya_4	12	128	192	32	32
-	1806	SI_BulletEx_Sakuya_5	12	160	192	32	32
-	1807	SI_BulletEx_Sakuya_6	12	192	192	32	32
-	1808	SI_BulletEx_Sakuya_7	12	224	192	32	32
-	1809	SI_BulletEx_SakuyaFake_0	12	0	224	32	32
-	1810	SI_BulletEx_SakuyaFake_1	12	32	224	32	32
-	1811	SI_BulletEx_SakuyaFake_2	12	64	224	32	32
-	1812	SI_BulletEx_SakuyaFake_3	12	96	224	32	32
-	1813	SI_BulletEx_SakuyaFake_4	12	128	224	32	32
-	1814	SI_BulletEx_SakuyaFake_5	12	160	224	32	32
-	1815	SI_BulletEx_SakuyaFake_6	12	192	224	32	32
-	1816	SI_BulletEx_SakuyaFake_7	12	224	224	32	32
-	1817	SI_BulletEx_Youmu_0	53	0	48	48	48
-	1818	SI_BulletEx_Youmu_1	53	48	48	48	48
-	1819	SI_BulletEx_Youmu_2	53	96	48	48	48
-	1820	SI_BulletEx_Youmu_3	53	144	48	48	48
-	1821	SI_BulletEx_Youmu_4	53	0	96	48	48
-	1822	SI_BulletEx_Youmu_5	53	48	96	48	48
-	1823	SI_BulletEx_Youmu_6	53	96	96	48	48
-	1824	SI_BulletEx_Youmu_7	53	144	96	48	48
-	1825	SI_BulletEx_Aya_0	54	0	0	32	64
-	1826	SI_BulletEx_Cirno_0	17	128	192	16	64
-	1827	SI_BulletEx_Cirno_1	17	144	192	16	64
-	1828	SI_BulletEx_Tei_0	22	0	192	48	48
-	1829	SI_BulletEx_Yuka_Big_0	63	0	0	128	128
-	1830	SI_BulletEx_Yuka_Middle_0	63	128	0	96	96
-	1831	SI_BulletEx_Yuka_Small_0	63	0	128	64	64
-	1832	SI_BulletEx_Reisen_0	82	0	0	-1	-1
-	1833	SI_BulletEx_ReimuII_0	50	96	0	32	32
-	1834	SI_BulletEx_Hatate_0	233	0	0	128	256
-	1835	SI_BulletEx_Hatate_1	233	128	0	128	256
#		Player(2000~2999)					
-	2000	SI_Player_Reimu_0	10	0	0	32	48
-	2001	SI_Player_Reimu_1	10	32	0	32	48
-	2002	SI_Player_Reimu_2	10	64	0	32	48
-	2003	SI_Player_Reimu_3	10	96	0	32	48
-	2004	SI_Player_Reimu_4	10	128	0	32	48
-	2005	SI_Player_Reimu_5	10	160	0	32	48
-	2006	SI_Player_Reimu_6	10	192	0	32	48
-	2007	SI_Player_Reimu_7	10	224	0	32	48
-	2008	SI_Player_Reimu_8	10	0	48	32	48
-	2009	SI_Player_Reimu_9	10	32	48	32	48
-	2010	SI_Player_Reimu_10	10	64	48	32	48
-	2011	SI_Player_Reimu_11	10	96	48	32	48
-	2012	SI_Player_Reimu_12	10	128	48	32	48
-	2013	SI_Player_Reimu_13	10	160	48	32	48
-	2014	SI_Player_Reimu_14	10	192	48	32	48
-	2015	SI_Player_Reimu_15	10	224	48	32	48
-	2016	SI_Player_Reimu_16	10	0	96	32	48
-	2017	SI_Player_Reimu_17	10	32	96	32	48
-	2018	SI_Player_Reimu_18	10	64	96	32	48
-	2019	SI_Player_Reimu_19	10	96	96	32	48
-	2020	SI_Player_Reimu_20	10	128	96	32	48
-	2021	SI_Player_Reimu_21	10	160	96	32	48
-	2022	SI_Player_Reimu_22	10	192	96	32	48
-	2023	SI_Player_Reimu_23	10	224	96	32	48
-	2024	SI_Player_Marisa_0	11	0	0	32	48
-	2025	SI_Player_Marisa_1	11	32	0	32	48
-	2026	SI_Player_Marisa_2	11	64	0	32	48
-	2027	SI_Player_Marisa_3	11	96	0	32	48
-	2028	SI_Player_Marisa_4	11	128	0	32	48
-	2029	SI_Player_Marisa_5	11	160	0	32	48
-	2030	SI_Player_Marisa_6	11	192	0	32	48
-	2031	SI_Player_Marisa_7	11	224	0	32	48
-	2032	SI_Player_Marisa_8	11	0	48	32	48
-	2033	SI_Player_Marisa_9	11	32	48	32	48
-	2034	SI_Player_Marisa_10	11	64	48	32	48
-	2035	SI_Player_Marisa_11	11	96	48	32	48
-	2036	SI_Player_Marisa_12	11	128	48	32	48
-	2037	SI_Player_Marisa_13	11	160	48	32	48
-	2038	SI_Player_Marisa_14	11	192	48	32	48
-	2039	SI_Player_Marisa_15	11	224	48	32	48
-	2040	SI_Player_Marisa_16	11	0	96	32	48
-	2041	SI_Player_Marisa_17	11	32	96	32	48
-	2042	SI_Player_Marisa_18	11	64	96	32	48
-	2043	SI_Player_Marisa_19	11	96	96	32	48
-	2044	SI_Player_Marisa_20	11	128	96	32	48
-	2045	SI_Player_Marisa_21	11	160	96	32	48
-	2046	SI_Player_Marisa_22	11	192	96	32	48
-	2047	SI_Player_Marisa_23	11	224	96	32	48
-	2048	SI_Player_Sakuya_0	12	0	0	32	48
-	2049	SI_Player_Sakuya_1	12	32	0	32	48
-	2050	SI_Player_Sakuya_2	12	64	0	32	48
-	2051	SI_Player_Sakuya_3	12	96	0	32	48
-	2052	SI_Player_Sakuya_4	12	128	0	32	48
-	2053	SI_Player_Sakuya_5	12	160	0	32	48
-	2054	SI_Player_Sakuya_6	12	192	0	32	48
-	2055	SI_Player_Sakuya_7	12	224	0	32	48
-	2056	SI_Player_Sakuya_8	12	0	48	32	48
-	2057	SI_Player_Sakuya_9	12	32	48	32	48
-	2058	SI_Player_Sakuya_10	12	64	48	32	48
-	2059	SI_Player_Sakuya_11	12	96	48	32	48
-	2060	SI_Player_Sakuya_12	12	128	48	32	48
-	2061	SI_Player_Sakuya_13	12	160	48	32	48
-	2062	SI_Player_Sakuya_14	12	192	48	32	48
-	2063	SI_Player_Sakuya_15	12	224	48	32	48
-	2064	SI_Player_Sakuya_16	12	0	96	32	48
-	2065	SI_Player_Sakuya_17	12	32	96	32	48
-	2066	SI_Player_Sakuya_18	12	64	96	32	48
-	2067	SI_Player_Sakuya_19	12	96	96	32	48
-	2068	SI_Player_Sakuya_20	12	128	96	32	48
-	2069	SI_Player_Sakuya_21	12	160	96	32	48
-	2070	SI_Player_Sakuya_22	12	192	96	32	48
-	2071	SI_Player_Sakuya_23	12	224	96	32	48
-	2072	SI_Player_Youmu_0	13	0	0	32	48
-	2073	SI_Player_Youmu_1	13	32	0	32	48
-	2074	SI_Player_Youmu_2	13	64	0	32	48
-	2075	SI_Player_Youmu_3	13	96	0	32	48
-	2076	SI_Player_Youmu_4	13	128	0	32	48
-	2077	SI_Player_Youmu_5	13	160	0	32	48
-	2078	SI_Player_Youmu_6	13	192	0	32	48
-	2079	SI_Player_Youmu_7	13	224	0	32	48
-	2080	SI_Player_Youmu_8	13	0	48	32	48
-	2081	SI_Player_Youmu_9	13	32	48	32	48
-	2082	SI_Player_Youmu_10	13	64	48	32	48
-	2083	SI_Player_Youmu_11	13	96	48	32	48
-	2084	SI_Player_Youmu_12	13	128	48	32	48
-	2085	SI_Player_Youmu_13	13	160	48	32	48
-	2086	SI_Player_Youmu_14	13	192	48	32	48
-	2087	SI_Player_Youmu_15	13	224	48	32	48
-	2088	SI_Player_Youmu_16	13	0	96	32	48
-	2089	SI_Player_Youmu_17	13	32	96	32	48
-	2090	SI_Player_Youmu_18	13	64	96	32	48
-	2091	SI_Player_Youmu_19	13	96	96	32	48
-	2092	SI_Player_Youmu_20	13	128	96	32	48
-	2093	SI_Player_Youmu_21	13	160	96	32	48
-	2094	SI_Player_Youmu_22	13	192	96	32	48
-	2095	SI_Player_Youmu_23	13	224	96	32	48
-	2096	SI_Player_Aya_0	14	0	0	32	48
-	2097	SI_Player_Aya_1	14	32	0	32	48
-	2098	SI_Player_Aya_2	14	64	0	32	48
-	2099	SI_Player_Aya_3	14	96	0	32	48
-	2100	SI_Player_Aya_4	14	128	0	32	48
-	2101	SI_Player_Aya_5	14	160	0	32	48
-	2102	SI_Player_Aya_6	14	192	0	32	48
-	2103	SI_Player_Aya_7	14	224	0	32	48
-	2104	SI_Player_Aya_8	14	0	48	32	48
-	2105	SI_Player_Aya_9	14	32	48	32	48
-	2106	SI_Player_Aya_10	14	64	48	32	48
-	2107	SI_Player_Aya_11	14	96	48	32	48
-	2108	SI_Player_Aya_12	14	128	48	32	48
-	2109	SI_Player_Aya_13	14	160	48	32	48
-	2110	SI_Player_Aya_14	14	192	48	32	48
-	2111	SI_Player_Aya_15	14	224	48	32	48
-	2112	SI_Player_Aya_16	14	0	96	32	48
-	2113	SI_Player_Aya_17	14	32	96	32	48
-	2114	SI_Player_Aya_18	14	64	96	32	48
-	2115	SI_Player_Aya_19	14	96	96	32	48
-	2116	SI_Player_Aya_20	14	128	96	32	48
-	2117	SI_Player_Aya_21	14	160	96	32	48
-	2118	SI_Player_Aya_22	14	192	96	32	48
-	2119	SI_Player_Aya_23	14	224	96	32	48
-	2120	SI_Player_Yuyuko_0	15	0	96	32	48
-	2121	SI_Player_Yuyuko_1	15	32	96	32	48
-	2122	SI_Player_Yuyuko_2	15	64	96	32	48
-	2123	SI_Player_Yuyuko_3	15	96	96	32	48
-	2124	SI_Player_Yuyuko_4	15	0	144	32	48
-	2125	SI_Player_Yuyuko_5	15	32	144	32	48
-	2126	SI_Player_Yuyuko_6	15	64	144	32	48
-	2127	SI_Player_Yuyuko_7	15	96	144	32	48
-	2128	SI_Player_Medicine_0	16	0	0	32	48
-	2129	SI_Player_Medicine_1	16	32	0	32	48
-	2130	SI_Player_Medicine_2	16	64	0	32	48
-	2131	SI_Player_Medicine_3	16	96	0	32	48
-	2132	SI_Player_Medicine_4	16	128	0	32	48
-	2133	SI_Player_Medicine_5	16	160	0	32	48
-	2134	SI_Player_Medicine_6	16	192	0	32	48
-	2135	SI_Player_Medicine_7	16	224	0	32	48
-	2136	SI_Player_Medicine_8	16	0	48	32	48
-	2137	SI_Player_Medicine_9	16	32	48	32	48
-	2138	SI_Player_Medicine_10	16	64	48	32	48
-	2139	SI_Player_Medicine_11	16	96	48	32	48
-	2140	SI_Player_Medicine_12	16	128	48	32	48
-	2141	SI_Player_Medicine_13	16	160	48	32	48
-	2142	SI_Player_Medicine_14	16	192	48	32	48
-	2143	SI_Player_Medicine_15	16	224	48	32	48
-	2144	SI_Player_Medicine_16	16	0	96	32	48
-	2145	SI_Player_Medicine_17	16	32	96	32	48
-	2146	SI_Player_Medicine_18	16	64	96	32	48
-	2147	SI_Player_Medicine_19	16	96	96	32	48
-	2148	SI_Player_Medicine_20	16	128	96	32	48
-	2149	SI_Player_Medicine_21	16	160	96	32	48
-	2150	SI_Player_Medicine_22	16	192	96	32	48
-	2151	SI_Player_Medicine_23	16	224	96	32	48
-	2152	SI_Player_Cirno_0	17	0	0	32	48
-	2153	SI_Player_Cirno_1	17	32	0	32	48
-	2154	SI_Player_Cirno_2	17	64	0	32	48
-	2155	SI_Player_Cirno_3	17	96	0	32	48
-	2156	SI_Player_Cirno_4	17	128	0	32	48
-	2157	SI_Player_Cirno_5	17	160	0	32	48
-	2158	SI_Player_Cirno_6	17	192	0	32	48
-	2159	SI_Player_Cirno_7	17	224	0	32	48
-	2160	SI_Player_Cirno_8	17	0	48	32	48
-	2161	SI_Player_Cirno_9	17	32	48	32	48
-	2162	SI_Player_Cirno_10	17	64	48	32	48
-	2163	SI_Player_Cirno_11	17	96	48	32	48
-	2164	SI_Player_Cirno_12	17	128	48	32	48
-	2165	SI_Player_Cirno_13	17	160	48	32	48
-	2166	SI_Player_Cirno_14	17	192	48	32	48
-	2167	SI_Player_Cirno_15	17	224	48	32	48
-	2168	SI_Player_Cirno_16	17	0	96	32	48
-	2169	SI_Player_Cirno_17	17	32	96	32	48
-	2170	SI_Player_Cirno_18	17	64	96	32	48
-	2171	SI_Player_Cirno_19	17	96	96	32	48
-	2172	SI_Player_Cirno_20	17	128	96	32	48
-	2173	SI_Player_Cirno_21	17	160	96	32	48
-	2174	SI_Player_Cirno_22	17	192	96	32	48
-	2175	SI_Player_Cirno_23	17	224	96	32	48
-	2176	SI_Player_Lyrica_0	18	0	0	32	48
-	2177	SI_Player_Lyrica_1	18	32	0	32	48
-	2178	SI_Player_Lyrica_2	18	64	0	32	48
-	2179	SI_Player_Lyrica_3	18	96	0	32	48
-	2180	SI_Player_Lyrica_4	18	128	0	32	48
-	2181	SI_Player_Lyrica_5	18	160	0	32	48
-	2182	SI_Player_Lyrica_6	18	192	0	32	48
-	2183	SI_Player_Lyrica_7	18	224	0	32	48
-	2184	SI_Player_Lyrica_8	18	0	48	32	48
-	2185	SI_Player_Lyrica_9	18	32	48	32	48
-	2186	SI_Player_Lyrica_10	18	64	48	32	48
-	2187	SI_Player_Lyrica_11	18	96	48	32	48
-	2188	SI_Player_Lyrica_12	18	128	48	32	48
-	2189	SI_Player_Lyrica_13	18	160	48	32	48
-	2190	SI_Player_Lyrica_14	18	192	48	32	48
-	2191	SI_Player_Lyrica_15	18	224	48	32	48
-	2192	SI_Player_Lyrica_16	18	0	96	32	48
-	2193	SI_Player_Lyrica_17	18	32	96	32	48
-	2194	SI_Player_Lyrica_18	18	64	96	32	48
-	2195	SI_Player_Lyrica_19	18	96	96	32	48
-	2196	SI_Player_Lyrica_20	18	128	96	32	48
-	2197	SI_Player_Lyrica_21	18	160	96	32	48
-	2198	SI_Player_Lyrica_22	18	192	96	32	48
-	2199	SI_Player_Lyrica_23	18	224	96	32	48
-	2200	SI_Player_Mystia_0	19	0	0	32	48
-	2201	SI_Player_Mystia_1	19	32	0	32	48
-	2202	SI_Player_Mystia_2	19	64	0	32	48
-	2203	SI_Player_Mystia_3	19	96	0	32	48
-	2204	SI_Player_Mystia_4	19	128	0	32	48
-	2205	SI_Player_Mystia_5	19	160	0	32	48
-	2206	SI_Player_Mystia_6	19	192	0	32	48
-	2207	SI_Player_Mystia_7	19	224	0	32	48
-	2208	SI_Player_Mystia_8	19	0	48	32	48
-	2209	SI_Player_Mystia_9	19	32	48	32	48
-	2210	SI_Player_Mystia_10	19	64	48	32	48
-	2211	SI_Player_Mystia_11	19	96	48	32	48
-	2212	SI_Player_Mystia_12	19	128	48	32	48
-	2213	SI_Player_Mystia_13	19	160	48	32	48
-	2214	SI_Player_Mystia_14	19	192	48	32	48
-	2215	SI_Player_Mystia_15	19	224	48	32	48
-	2216	SI_Player_Mystia_16	19	0	96	32	48
-	2217	SI_Player_Mystia_17	19	32	96	32	48
-	2218	SI_Player_Mystia_18	19	64	96	32	48
-	2219	SI_Player_Mystia_19	19	96	96	32	48
-	2220	SI_Player_Mystia_20	19	128	96	32	48
-	2221	SI_Player_Mystia_21	19	160	96	32	48
-	2222	SI_Player_Mystia_22	19	192	96	32	48
-	2223	SI_Player_Mystia_23	19	224	96	32	48
-	2224	SI_Player_Marlin_0	20	0	0	32	48
-	2225	SI_Player_Marlin_1	20	32	0	32	48
-	2226	SI_Player_Marlin_2	20	64	0	32	48
-	2227	SI_Player_Marlin_3	20	96	0	32	48
-	2228	SI_Player_Marlin_4	20	128	0	32	48
-	2229	SI_Player_Marlin_5	20	160	0	32	48
-	2230	SI_Player_Marlin_6	20	192	0	32	48
-	2231	SI_Player_Marlin_7	20	224	0	32	48
-	2232	SI_Player_Marlin_8	20	0	48	32	48
-	2233	SI_Player_Marlin_9	20	32	48	32	48
-	2234	SI_Player_Marlin_10	20	64	48	32	48
-	2235	SI_Player_Marlin_11	20	96	48	32	48
-	2236	SI_Player_Marlin_12	20	128	48	32	48
-	2237	SI_Player_Marlin_13	20	160	48	32	48
-	2238	SI_Player_Marlin_14	20	192	48	32	48
-	2239	SI_Player_Marlin_15	20	224	48	32	48
-	2240	SI_Player_Marlin_16	20	0	96	32	48
-	2241	SI_Player_Marlin_17	20	32	96	32	48
-	2242	SI_Player_Marlin_18	20	64	96	32	48
-	2243	SI_Player_Marlin_19	20	96	96	32	48
-	2244	SI_Player_Marlin_20	20	128	96	32	48
-	2245	SI_Player_Marlin_21	20	160	96	32	48
-	2246	SI_Player_Marlin_22	20	192	96	32	48
-	2247	SI_Player_Marlin_23	20	224	96	32	48
-	2248	SI_Player_Lunasa_0	21	0	0	32	48
-	2249	SI_Player_Lunasa_1	21	32	0	32	48
-	2250	SI_Player_Lunasa_2	21	64	0	32	48
-	2251	SI_Player_Lunasa_3	21	96	0	32	48
-	2252	SI_Player_Lunasa_4	21	128	0	32	48
-	2253	SI_Player_Lunasa_5	21	160	0	32	48
-	2254	SI_Player_Lunasa_6	21	192	0	32	48
-	2255	SI_Player_Lunasa_7	21	224	0	32	48
-	2256	SI_Player_Lunasa_8	21	0	48	32	48
-	2257	SI_Player_Lunasa_9	21	32	48	32	48
-	2258	SI_Player_Lunasa_10	21	64	48	32	48
-	2259	SI_Player_Lunasa_11	21	96	48	32	48
-	2260	SI_Player_Lunasa_12	21	128	48	32	48
-	2261	SI_Player_Lunasa_13	21	160	48	32	48
-	2262	SI_Player_Lunasa_14	21	192	48	32	48
-	2263	SI_Player_Lunasa_15	21	224	48	32	48
-	2264	SI_Player_Lunasa_16	21	0	96	32	48
-	2265	SI_Player_Lunasa_17	21	32	96	32	48
-	2266	SI_Player_Lunasa_18	21	64	96	32	48
-	2267	SI_Player_Lunasa_19	21	96	96	32	48
-	2268	SI_Player_Lunasa_20	21	128	96	32	48
-	2269	SI_Player_Lunasa_21	21	160	96	32	48
-	2270	SI_Player_Lunasa_22	21	192	96	32	48
-	2271	SI_Player_Lunasa_23	21	224	96	32	48
-	2272	SI_Player_Tei_0	22	0	0	32	48
-	2273	SI_Player_Tei_1	22	32	0	32	48
-	2274	SI_Player_Tei_2	22	64	0	32	48
-	2275	SI_Player_Tei_3	22	96	0	32	48
-	2276	SI_Player_Tei_4	22	128	0	32	48
-	2277	SI_Player_Tei_5	22	160	0	32	48
-	2278	SI_Player_Tei_6	22	192	0	32	48
-	2279	SI_Player_Tei_7	22	224	0	32	48
-	2280	SI_Player_Tei_8	22	0	48	32	48
-	2281	SI_Player_Tei_9	22	32	48	32	48
-	2282	SI_Player_Tei_10	22	64	48	32	48
-	2283	SI_Player_Tei_11	22	96	48	32	48
-	2284	SI_Player_Tei_12	22	128	48	32	48
-	2285	SI_Player_Tei_13	22	160	48	32	48
-	2286	SI_Player_Tei_14	22	192	48	32	48
-	2287	SI_Player_Tei_15	22	224	48	32	48
-	2288	SI_Player_Tei_16	22	0	96	32	48
-	2289	SI_Player_Tei_17	22	32	96	32	48
-	2290	SI_Player_Tei_18	22	64	96	32	48
-	2291	SI_Player_Tei_19	22	96	96	32	48
-	2292	SI_Player_Tei_20	22	128	96	32	48
-	2293	SI_Player_Tei_21	22	160	96	32	48
-	2294	SI_Player_Tei_22	22	192	96	32	48
-	2295	SI_Player_Tei_23	22	224	96	32	48
-	2296	SI_Player_Yuka_0	23	0	0	32	48
-	2297	SI_Player_Yuka_1	23	32	0	32	48
-	2298	SI_Player_Yuka_2	23	64	0	32	48
-	2299	SI_Player_Yuka_3	23	96	0	32	48
-	2300	SI_Player_Yuka_4	23	128	0	32	48
-	2301	SI_Player_Yuka_5	23	160	0	32	48
-	2302	SI_Player_Yuka_6	23	192	0	32	48
-	2303	SI_Player_Yuka_7	23	224	0	32	48
-	2304	SI_Player_Yuka_8	23	0	48	32	48
-	2305	SI_Player_Yuka_9	23	32	48	32	48
-	2306	SI_Player_Yuka_10	23	64	48	32	48
-	2307	SI_Player_Yuka_11	23	96	48	32	48
-	2308	SI_Player_Yuka_12	23	128	48	32	48
-	2309	SI_Player_Yuka_13	23	160	48	32	48
-	2310	SI_Player_Yuka_14	23	192	48	32	48
-	2311	SI_Player_Yuka_15	23	224	48	32	48
-	2312	SI_Player_Yuka_16	23	0	96	32	48
-	2313	SI_Player_Yuka_17	23	32	96	32	48
-	2314	SI_Player_Yuka_18	23	64	96	32	48
-	2315	SI_Player_Yuka_19	23	96	96	32	48
-	2316	SI_Player_Yuka_20	23	128	96	32	48
-	2317	SI_Player_Yuka_21	23	160	96	32	48
-	2318	SI_Player_Yuka_22	23	192	96	32	48
-	2319	SI_Player_Yuka_23	23	224	96	32	48
-	2320	SI_Player_Reisen_0	24	0	0	32	48
-	2321	SI_Player_Reisen_1	24	32	0	32	48
-	2322	SI_Player_Reisen_2	24	64	0	32	48
-	2323	SI_Player_Reisen_3	24	96	0	32	48
-	2324	SI_Player_Reisen_4	24	128	0	32	48
-	2325	SI_Player_Reisen_5	24	160	0	32	48
-	2326	SI_Player_Reisen_6	24	192	0	32	48
-	2327	SI_Player_Reisen_7	24	224	0	32	48
-	2328	SI_Player_Reisen_8	24	0	48	32	48
-	2329	SI_Player_Reisen_9	24	32	48	32	48
-	2330	SI_Player_Reisen_10	24	64	48	32	48
-	2331	SI_Player_Reisen_11	24	96	48	32	48
-	2332	SI_Player_Reisen_12	24	128	48	32	48
-	2333	SI_Player_Reisen_13	24	160	48	32	48
-	2334	SI_Player_Reisen_14	24	192	48	32	48
-	2335	SI_Player_Reisen_15	24	224	48	32	48
-	2336	SI_Player_Reisen_16	24	0	96	32	48
-	2337	SI_Player_Reisen_17	24	32	96	32	48
-	2338	SI_Player_Reisen_18	24	64	96	32	48
-	2339	SI_Player_Reisen_19	24	96	96	32	48
-	2340	SI_Player_Reisen_20	24	128	96	32	48
-	2341	SI_Player_Reisen_21	24	160	96	32	48
-	2342	SI_Player_Reisen_22	24	192	96	32	48
-	2343	SI_Player_Reisen_23	24	224	96	32	48
-	2344	SI_Player_Alice_0	25	128	0	32	48
-	2345	SI_Player_Alice_1	25	160	0	32	48
-	2346	SI_Player_Alice_2	25	192	0	32	48
-	2347	SI_Player_Alice_3	25	224	0	32	48
-	2348	SI_Player_Alice_4	25	0	96	32	48
-	2349	SI_Player_Alice_5	25	32	96	32	48
-	2350	SI_Player_Alice_6	25	64	96	32	48
-	2351	SI_Player_Alice_7	25	96	96	32	48
-	2352	SI_Player_Alice_8	25	128	96	32	48
-	2353	SI_Player_Alice_9	25	160	96	32	48
-	2354	SI_Player_Alice_10	25	192	96	32	48
-	2355	SI_Player_Alice_11	25	224	96	32	48
-	2356	SI_Player_Yamaxanadu_0	26	0	0	32	48
-	2357	SI_Player_Yamaxanadu_1	26	32	0	32	48
-	2358	SI_Player_Yamaxanadu_2	26	64	0	32	48
-	2359	SI_Player_Yamaxanadu_3	26	96	0	32	48
-	2360	SI_Player_Yamaxanadu_4	26	128	0	32	48
-	2361	SI_Player_Yamaxanadu_5	26	160	0	32	48
-	2362	SI_Player_Yamaxanadu_6	26	192	0	32	48
-	2363	SI_Player_Yamaxanadu_7	26	224	0	32	48
-	2364	SI_Player_Yamaxanadu_8	26	0	48	32	48
-	2365	SI_Player_Yamaxanadu_9	26	32	48	32	48
-	2366	SI_Player_Yamaxanadu_10	26	64	48	32	48
-	2367	SI_Player_Yamaxanadu_11	26	96	48	32	48
-	2368	SI_Player_Yamaxanadu_12	26	128	48	32	48
-	2369	SI_Player_Yamaxanadu_13	26	160	48	32	48
-	2370	SI_Player_Yamaxanadu_14	26	192	48	32	48
-	2371	SI_Player_Yamaxanadu_15	26	224	48	32	48
-	2372	SI_Player_Yamaxanadu_16	26	0	96	32	48
-	2373	SI_Player_Yamaxanadu_17	26	32	96	32	48
-	2374	SI_Player_Yamaxanadu_18	26	64	96	32	48
-	2375	SI_Player_Yamaxanadu_19	26	96	96	32	48
-	2376	SI_Player_Yamaxanadu_20	26	128	96	32	48
-	2377	SI_Player_Yamaxanadu_21	26	160	96	32	48
-	2378	SI_Player_Yamaxanadu_22	26	192	96	32	48
-	2379	SI_Player_Yamaxanadu_23	26	224	96	32	48
-	2380	SI_Player_Komachi_0	27	0	0	32	48
-	2381	SI_Player_Komachi_1	27	32	0	32	48
-	2382	SI_Player_Komachi_2	27	64	0	32	48
-	2383	SI_Player_Komachi_3	27	96	0	32	48
-	2384	SI_Player_Komachi_4	27	128	0	32	48
-	2385	SI_Player_Komachi_5	27	160	0	32	48
-	2386	SI_Player_Komachi_6	27	192	0	32	48
-	2387	SI_Player_Komachi_7	27	224	0	32	48
-	2388	SI_Player_Komachi_8	27	0	48	32	48
-	2389	SI_Player_Komachi_9	27	32	48	32	48
-	2390	SI_Player_Komachi_10	27	64	48	32	48
